age,area,district,floor,location,mode,price
2010,101,朝阳,中层(共21层),远洋新干线,2室1厅1卫,74803
2005,141,海淀,共5层,颐慧佳园,3室2厅2卫,118610
2003,308,昌平,共1层,流星花园一区,4室2厅4卫,51162
2009,300,朝阳,中层(共18层),融科橄榄城(三期),4室3厅3卫,93933
2014,86,北京周边,中层(共28层),巨富九璟湾,3室2厅1卫,13953
2015,94,北京周边,高层(共11层),九里香堤,3室1厅1卫,30851
2013,121,昌平,中层(共28层),金隅万科城,3室2厅2卫,45454
2001,404,朝阳,共3层,紫玉山庄,4室3厅6卫,148514
2010,231,朝阳,高层(共21层),泛海国际兰海园,3室2厅3卫,134199
2003,345,朝阳,地下(共2层),大湖山庄,5室3厅4卫,79610
1993,62,丰台,高层(共6层),马家堡路33号院,2室1厅1卫,55891
2006,116,房山,中层(共6层),水墨林溪,3室2厅1卫,20689
2003,295,海淀,共2层,西山美墅馆,4室2厅2卫,108440
2011,165,朝阳,中层(共22层),珠江罗马嘉园(东区),3室2厅2卫,69390
2010,243,朝阳,中层(共24层),四季世家,3室2厅2卫,106370
2005,477,朝阳,地下(共2层),大湖山庄,5室3厅5卫,79614
2010,85,东城,高层(共12层),华龙美晟,2室1厅1卫,77401
2003,86,东城,低层(共18层),幸福家园(一期),2室2厅1卫,101887
2006,70,海淀,高层(共7层),瑞新里小区,1室1厅1卫,101766
2004,99,朝阳,高层(共21层),朝阳无限芳菁苑,2室1厅1卫,59708
2010,231,丰台,低层(共10层),大成郡,3室2厅2卫,65800
2009,159,海淀,中层(共23层),富力桃园(A区),3室2厅2卫,69182
2012,110,海淀,高层(共35层),海淀九号,2室1厅2卫,81697
2015,140,朝阳,高层(共27层),林奥嘉园,3室2厅2卫,50000
2013,1926,朝阳,地下(共3层),远洋LAVIE,6室3厅6卫,128764
2004,109,昌平,中层(共6层),名佳花园(三区),2室1厅2卫,36330
1995,42,朝阳,中层(共6层),望京路3号院,1室1厅1卫,77830
2012,121,海淀,共5层,领秀硅谷3区,3室2厅1卫,82243
2014,155,顺义,低层(共6层),泰禾北京院子(别墅),4室2厅4卫,93548
2009,77,北京周边,高层(共28层),福城上上城五期,2室2厅1卫,17532
2017,150,丰台,中层(共13层),华润昆仑域,4室2厅3卫,80000
1990,64,海淀,中层(共6层),翠微中里,2室1厅1卫,96899
1994,64,顺义,低层(共6层),幸福东区,2室1厅1卫,39843
1999,132,海淀,中层(共6层),上地西里雅芳园,3室2厅2卫,89393
2004,127,通州,低层(共20层),中建二局家属楼,3室2厅1卫,43002
2008,107,朝阳,低层(共25层),光熙家园,2室1厅1卫,88257
2000,101,丰台,高层(共22层),庄维花园,2室1厅1卫,54011
2004,115,朝阳,高层(共23层),朝阳无限芳菁苑,2室2厅2卫,56179
2000,195,顺义,共3层,名都园(别墅),4室3厅4卫,83076
1996,116,丰台,高层(共6层),前泥洼二区,3室1厅2卫,61937
2015,57,顺义,共2层,北京方糖,1室1厅1卫,41052
2005,73,朝阳,中层(共18层),炫特区,1室1厅1卫,63048
2009,221,朝阳,高层(共26层),SOHO北京公馆,2室2厅2卫,112897
2009,91,大兴,低层(共24层),林肯公园A区,2室1厅1卫,67648
2013,132,房山,低层(共12层),绿地新都会,4室2厅2卫,44696
2013,300,朝阳,共4层,鸿坤花语墅,4室2厅3卫,93300
2012,129,西城,中层(共23层),中信沁园,3室2厅2卫,168682
2010,113,石景山,高层(共21层),雍景四季,2室1厅1卫,57887
2012,94,朝阳,低层(共21层),绿城北京诚园,2室1厅1卫,106382
2010,145,房山,低层(共14层),加州水郡(西区),3室2厅2卫,28965
2005,107,朝阳,中层(共13层),首开国风北京,2室2厅2卫,88785
2008,157,朝阳,中层(共26层),富力城D区,3室1厅2卫,101910
2004,117,朝阳,中层(共30层),远洋天地,2室2厅2卫,70566
1990,52,房山,高层(共6层),杏花西里,2室1厅1卫,18269
2009,87,石景山,低层(共22层),远洋沁山水,2室1厅1卫,87086
1988,63,石景山,低层(共6层),模式口西里,2室1厅1卫,42543
2015,165,房山,中层(共6层),北潞馨家园,4室2厅2卫,31030
1982,48,石景山,高层(共6层),八角北路社区,2室1厅1卫,54459
2002,125,朝阳,高层(共12层),怡景园,2室1厅1卫,69318
2015,325,房山,共3层,徜徉墅(别墅),5室2厅3卫,70153
2013,88,丰台,低层(共24层),正邦嘉园(二期),2室2厅1卫,45000
2007,103,昌平,中层(共6层),天通中苑(38-51号楼),2室1厅2卫,42598
2006,46,通州,低层(共7层),高楼金第,2室1厅1卫,21739
2003,74,昌平,高层(共24层),新康园南区,2室1厅1卫,58783
2000,135,朝阳,中层(共28层),圣馨大地家园,3室2厅2卫,69481
2013,97,北京周边,高层(共11层),九里香堤,3室2厅1卫,26288
2013,47,昌平,高层(共11层),紫金新干线一区,1室1厅1卫,69148
2002,126,丰台,高层(共11层),城南嘉园益城园,3室2厅2卫,64219
2011,110,密云,共4层,首创澜茵山,3室2厅2卫,22727
2005,139,朝阳,中层(共30层),珠江帝景B区,3室2厅2卫,86330
2014,138,昌平,中层(共6层),望都新地北区,3室2厅2卫,40579
2006,420,昌平,共3层,麦卡伦地,5室3厅3卫,32380
2013,88,昌平,中层(共14层),金隅观澜时代,2室1厅1卫,47727
1992,62,朝阳,高层(共6层),甜水园东里,2室1厅1卫,61513
1993,65,门头沟,中层(共6层),新桥小区,2室1厅1卫,38133
2017,84,北京周边,低层(共11层),诺丁山公馆,2室2厅1卫,11785
2012,157,通州,低层(共29层),运河湾北区,3室2厅2卫,62234
2015,645,朝阳,共2层,中粮瑞府,4室3厅4卫,105426
2010,1054,顺义,共3层,丽宫别墅,5室3厅6卫,84326
2012,294,顺义,共3层,龙湖香醍溪岸,5室2厅2卫,42517
2016,75,延庆,中层(共9层),城建万科城,2室1厅1卫,22400
2010,87,房山,低层(共15层),加州水郡(西区),2室1厅1卫,34218
2002,139,昌平,低层(共6层),宁馨苑,3室2厅2卫,35611
2003,98,密云,中层(共6层),沿湖小区,3室2厅2卫,25534
1992,57,朝阳,低层(共6层),石佛营东里105号院,2室1厅1卫,64561
2004,88,西城,高层(共24层),常青藤嘉园,2室1厅1卫,85682
2015,88,北京周边,低层(共33层),嘉都国际,2室2厅1卫,15909
2000,261,昌平,高层(共6层),龙城花园,4室3厅4卫,55423
2007,216,海淀,低层(共19层),主语家园,3室2厅3卫,119444
2006,75,房山,低层(共6层),山水汇豪苑(南区),2室2厅1卫,26666
2002,85,大兴,低层(共11层),华昱家园,2室1厅1卫,46728
2005,100,昌平,中层(共12层),天通苑北一区,2室1厅1卫,43352
1996,90,房山,中层(共6层),建华北里,2室1厅1卫,27777
2015,84,通州,低层(共20层),富力尚悦居,2室1厅1卫,36009
1992,56,昌平,高层(共6层),石坊院小区,2室1厅1卫,40178
2001,130,朝阳,高层(共18层),康堡财富堡座,2室2厅2卫,75384
2004,133,东城,中层(共16层),左安漪园,3室2厅2卫,112443
1995,45,海淀,低层(共7层),永泰东里,1室1厅1卫,76804
1994,75,顺义,低层(共6层),滨河小区,1室1厅1卫,36400
2005,148,朝阳,低层(共12层),万象新天家园,3室2厅2卫,55742
2000,42,朝阳,中层(共6层),幸福二村,1室1厅1卫,75542
1997,164,朝阳,低层(共28层),罗马花园,3室2厅2卫,48697
2015,92,北京周边,中层(共6层),福泰花园(西区),3室2厅1卫,14673
2018,245,通州,地下(共4层),泰禾拾景园,4室2厅3卫,44897
2014,290,朝阳,高层(共29层),远洋万和公馆,4室3厅3卫,132724
1992,57,朝阳,中层(共6层),安慧里一区,2室1厅1卫,72807
2006,297,朝阳,低层(共8层),山水文园中园,4室2厅3卫,95959
2017,37,昌平,中层(共6层),朱辛庄北区,1室1厅1卫,27027
2008,158,朝阳,高层(共22层),水星园,3室2厅2卫,100000
2013,187,朝阳,高层(共18层),臻园,4室2厅2卫,112245
2011,65,海淀,中层(共10层),三嘉信苑,2室1厅1卫,38769
2013,127,朝阳,高层(共22层),太阳公元,3室2厅2卫,142913
2013,48,昌平,低层(共10层),琥珀郡,1室1厅1卫,25416
2009,78,大兴,中层(共6层),三羊里,2室1厅1卫,39102
2017,55,朝阳,中层(共15层),悠乐汇,2室1厅2卫,46545
2017,170,平谷,共3层,平谷山水放歌别墅,3室2厅3卫,10000
2006,130,朝阳,中层(共19层),富力城B区,3室2厅2卫,109961
2002,94,丰台,高层(共25层),紫芳园一区,3室2厅2卫,64893
1998,58,昌平,中层(共6层),龙华园,1室1厅1卫,49513
2004,135,昌平,高层(共9层),蓝郡国际花园,3室2厅2卫,46666
2015,85,密云,高层(共18层),涧桥山,2室2厅1卫,24117
2008,91,顺义,高层(共18层),绿港家园3区,3室2厅1卫,47556
2005,98,石景山,高层(共28层),远洋山水北区,2室1厅1卫,71167
2009,125,顺义,高层(共11层),泰和宜园,3室2厅2卫,36624
2017,102,北京周边,中层(共6层),新绎上水颐园,3室2厅1卫,14705
2017,76,北京周边,中层(共18层),八达岭孔雀城(公寓),2室2厅1卫,11973
2010,102,密云,中层(共21层),世纪家园,2室2厅1卫,25000
2005,59,石景山,低层(共6层),翠谷玉景苑,2室1厅1卫,59322
2000,61,昌平,共5层,兴隆小区,2室1厅1卫,25409
2009,117,房山,中层(共6层),水墨林溪,3室2厅1卫,20512
2008,65,海淀,中层(共22层),强佑清河新城,2室1厅1卫,63800
1995,63,朝阳,中层(共6层),平乐园小区,2室1厅1卫,55555
2000,77,大兴,高层(共6层),星瑞家园,2室1厅1卫,42857
2003,117,丰台,中层(共26层),首科花园,3室2厅1卫,66433
2005,238,西城,中层(共8层),西城晶华,4室2厅4卫,205916
2010,78,房山,低层(共14层),西棕榈滩,2室1厅1卫,30769
2007,59,朝阳,中层(共28层),国美第一城2号院,1室1厅1卫,64406
2018,40,通州,低层(共8层),东居时代小区,1室1厅1卫,15000
2010,142,朝阳,中层(共28层),悠唐麒麟公馆,2室2厅2卫,116197
2004,113,朝阳,中层(共32层),东恒时代(一期),2室1厅1卫,66960
2000,102,昌平,共5层,温泉花园(A区),3室2厅1卫,31142
2005,59,丰台,低层(共27层),慧时欣园,1室1厅1卫,66399
1979,38,朝阳,中层(共6层),劲松三区,1室1厅1卫,69394
2000,279,顺义,共2层,裕京花园,5室3厅3卫,86021
2016,176,丰台,中层(共20层),龙湖西宸原著,3室2厅3卫,119318
2005,126,丰台,中层(共27层),万年花城,3室1厅2卫,51987
2014,85,顺义,低层(共9层),鲁能7号院溪园,2室2厅1卫,40773
1983,59,西城,低层(共12层),德胜门外大街4号院,2室1厅1卫,105351
2007,55,朝阳,高层(共22层),金蝉南里,1室1厅1卫,56532
2018,89,房山,高层(共15层),理工睿府,3室2厅1卫,37078
2005,132,朝阳,中层(共17层),金港国际,3室2厅2卫,80000
2008,120,密云,低层(共15层),柏林山水,3室2厅2卫,29833
2014,236,朝阳,高层(共10层),山水文园东园,4室2厅3卫,101565
1994,83,昌平,共5层,鹿牌家园,3室1厅1卫,27108
2004,71,海淀,中层(共24层),中鑫嘉园,1室1厅1卫,82633
2005,314,海淀,高层(共6层),天秀花园古月园,6室3厅3卫,79733
2008,103,朝阳,低层(共27层),东恒时代(三期),3室1厅1卫,72212
1993,193,顺义,共3层,名都园,4室3厅3卫,75129
2003,84,密云,中层(共6层),檀州家园西区,2室2厅1卫,25677
2001,105,朝阳,高层(共6层),青年路小区,3室2厅2卫,57929
1998,58,昌平,高层(共6层),龙华园,2室1厅1卫,61123
2005,142,丰台,中层(共16层),首科花园,4室2厅2卫,68931
2004,106,石景山,高层(共22层),西现代城,3室1厅1卫,52902
1990,57,朝阳,低层(共6层),惠新里,2室1厅1卫,71778
2013,180,房山,高层(共6层),大宁山庄,4室3厅3卫,52777
2018,125,北京周边,共4层,路劲国际城,4室2厅2卫,22400
1995,75,朝阳,中层(共6层),松榆东里,3室1厅1卫,57969
2005,280,朝阳,共2层,观唐,4室3厅5卫,132107
2004,68,丰台,高层(共22层),三环新城6号院,1室1厅1卫,55959
2004,73,朝阳,高层(共14层),远洋天地,1室2厅1卫,78825
2012,277,房山,共3层,大宁山庄(别墅),5室3厅5卫,50541
2003,111,朝阳,高层(共6层),建东苑东区,3室2厅1卫,45617
2000,220,昌平,共2层,王府花园,4室1厅1卫,61363
2017,47,昌平,低层(共6层),五福家园,2室1厅1卫,14893
2000,80,北京周边,中层(共23层),桃源新都孔雀城,3室1厅1卫,9125
2012,128,顺义,高层(共18层),中铁花溪渡,3室1厅2卫,40684
2006,526,昌平,共3层,保利垄上,5室3厅3卫,32319
2011,290,海淀,中层(共6层),亿城西山华府禧园,4室2厅3卫,89620
2014,595,朝阳,低层(共20层),紫御华府,5室3厅4卫,90715
2005,146,海淀,低层(共26层),西钓鱼台嘉园,3室1厅2卫,103847
1994,46,朝阳,低层(共6层),康静里小区,1室1厅1卫,53260
2006,92,丰台,中层(共17层),四方景园三区,2室1厅1卫,62662
1985,57,海淀,共4层,车公庄西路35号院,2室1厅1卫,85263
2006,261,朝阳,高层(共36层),阳光上东,3室2厅3卫,89917
2007,186,朝阳,中层(共27层),嘉美风尚中心,4室2厅2卫,75268
2017,77,北京周边,低层(共28层),巨富九璟湾,2室2厅1卫,11688
2009,293,朝阳,中层(共31层),朗园(星河湾),4室2厅4卫,97269
2017,114,门头沟,高层(共21层),中骏西山天璟,3室2厅2卫,59649
2000,302,顺义,地下(共2层),美林香槟小镇,4室3厅4卫,48013
2004,122,朝阳,低层(共26层),富力城A区,3室2厅2卫,101783
2005,108,顺义,共6层,馨港庄园,2室2厅2卫,32616
2005,91,大兴,中层(共6层),蓝天花园,2室2厅1卫,26373
2010,95,昌平,高层(共6层),北京风景,2室1厅1卫,42105
2005,89,房山,中层(共6层),北潞冠家园,2室1厅1卫,29589
2009,85,房山,高层(共17层),加州水郡(西区),2室1厅1卫,35176
1996,91,海淀,低层(共16层),八里庄北里,3室1厅1卫,83333
2003,140,东城,高层(共10层),天天家园,3室2厅1卫,78064
2002,136,朝阳,中层(共9层),远洋天地,3室2厅2卫,83984
2012,180,北京周边,高层(共18层),普罗旺斯,4室1厅1卫,22222
2013,84,大兴,高层(共9层),首地浣溪谷,3室1厅1卫,44047
2004,144,东城,低层(共20层),华城滨河世家,3室2厅2卫,95349
2000,250,朝阳,共2层,京润水上花园,3室2厅3卫,119561
1990,66,海淀,中层(共11层),北蜂窝路22号院,2室1厅1卫,83939
2013,89,通州,低层(共16层),首开国风美仑,3室1厅1卫,34831
2008,519,海淀,低层(共20层),缘溪堂,4室2厅6卫,96262
2000,162,朝阳,低层(共21层),珠江罗马嘉园(西区),3室2厅2卫,70782
2003,145,朝阳,低层(共26层),远洋天地,3室1厅2卫,72299
2006,130,顺义,中层(共15层),合景香悦四季(东区),3室2厅2卫,40769
2013,70,昌平,低层(共18层),宏福苑,1室1厅1卫,19285
1985,50,朝阳,中层(共6层),光熙门北里,2室1厅1卫,72000
1998,159,昌平,共5层,名流花园,4室2厅3卫,33639
1990,74,东城,低层(共12层),朝阳首府,2室1厅1卫,93539
2014,81,北京周边,中层(共26层),燕达首尔国际村,2室2厅2卫,12098
2004,80,昌平,低层(共6层),龙博苑三区,2室1厅1卫,48750
2000,58,海淀,低层(共9层),北影小区,1室1厅1卫,91222
2018,117,丰台,中层(共9层),珠江御景,3室2厅2卫,43589
2014,300,朝阳,低层(共33层),公园1872,4室2厅3卫,99717
1989,62,西城,高层(共16层),社科院机关宿舍楼,2室1厅1卫,109149
2016,59,北京周边,中层(共26层),香河花语城,2室1厅1卫,13220
2013,200,大兴,地下(共3层),金色漫香林(中区),4室3厅5卫,45000
1900,138,朝阳,中层(共30层),远洋天地,3室1厅2卫,75719
2000,43,东城,中层(共12层),崇文门东大街社区,1室1厅1卫,95802
2013,115,昌平,中层(共15层),珠江摩尔公元,4室1厅2卫,38434
2015,92,昌平,低层(共11层),紫金新干线二区,2室2厅1卫,50566
1996,63,丰台,中层(共14层),芳古园一区,2室1厅1卫,78988
1985,55,房山,高层(共6层),杏花西里,2室1厅1卫,23636
2006,108,朝阳,低层(共25层),乐成国际,2室1厅1卫,83333
2008,279,朝阳,共2层,观唐,5室3厅5卫,87813
2012,238,海淀,高层(共6层),西山壹号院南区,3室3厅2卫,111302
2006,64,房山,高层(共9层),芭蕾雨悦都(二期),3室1厅2卫,64671
2016,108,房山,高层(共19层),远洋新仕界,4室2厅2卫,37962
2003,229,朝阳,中层(共27层),海润国际公寓,4室1厅3卫,69868
2008,255,大兴,共3层,沿海丽水佳园,4室2厅3卫,47029
2004,140,海淀,中层(共9层),景宜里,3室1厅2卫,78459
1988,61,房山,低层(共6层),迎风六里一区,2室1厅1卫,21951
2001,103,丰台,低层(共30层),怡海花园,2室1厅1卫,59223
1990,61,昌平,中层(共6层),风雅园二区,1室1厅1卫,57940
2006,60,顺义,中层(共6层),胜利小区,2室1厅1卫,40833
2008,189,朝阳,低层(共16层),润枫水尚(东区),3室2厅2卫,83364
2015,83,北京周边,中层(共18层),孔雀城英国宫(境园逸园秀园爵园),2室2厅1卫,14939
2017,63,通州,中层(共8层),钻石空间,2室1厅1卫,14603
2006,216,顺义,共23层,中粮祥云,3室2厅1卫,60185
2006,135,房山,中层(共6层),原香小镇(一区),3室2厅2卫,39056
2016,81,北京周边,中层(共28层),燕达首尔国际村,2室1厅1卫,12716
2015,64,门头沟,中层(共20层),龙山家园1号院,2室1厅1卫,26718
1970,50,西城,共5层,天宁寺东里,2室1厅1卫,92410
1983,58,门头沟,中层(共6层),三家店新老宿舍,2室1厅1卫,31634
2002,148,丰台,低层(共22层),芳古园二区,3室2厅2卫,72585
1989,69,海淀,高层(共16层),复兴路46号院,3室1厅1卫,91119
2012,173,昌平,中层(共14层),招商嘉铭珑原,3室2厅2卫,86705
2005,383,朝阳,共3层,观唐,5室4厅6卫,99190
2009,378,朝阳,共3层,润泽庄园,5室3厅6卫,89808
1997,350,朝阳,共3层,香江花园,6室3厅5卫,78571
1992,71,海淀,低层(共16层),双榆树东里,3室1厅1卫,91420
2010,345,昌平,共3层,北街家园C区(别墅),5室2厅3卫,42898
2014,98,北京周边,高层(共27层),燕京航城,3室2厅1卫,23469
2004,207,朝阳,高层(共9层),山水文园西园,5室2厅4卫,89371
2010,88,昌平,低层(共17层),北街家园八区,2室1厅1卫,41007
1993,55,朝阳,低层(共6层),甘露园南里一区,2室1厅1卫,62859
1999,265,顺义,共2层,丽京花园,5室3厅4卫,90566
2017,39,平谷,高层(共14层),新华联YOYO悦城,1室1厅1卫,15641
2000,95,昌平,中层(共6层),昌盛园一区,3室1厅1卫,41578
2007,164,朝阳,低层(共22层),凯旋城,3室2厅2卫,97400
1990,63,朝阳,中层(共14层),和平街十一区,2室1厅1卫,76142
2017,78,北京周边,高层(共18层),花语城,2室2厅1卫,10256
2015,84,大兴,中层(共27层),保利春天里,2室1厅1卫,43565
2006,45,密云,高层(共12层),海怡庄园(西区),1室1厅1卫,28888
1998,127,昌平,共5层,名流花园,3室2厅2卫,35137
2013,40,北京周边,中层(共26层),首尔甜城,1室1厅1卫,13750
2017,168,顺义,共4层,春晖园随园,4室3厅5卫,40476
1991,107,朝阳,低层(共15层),汇园公寓,2室2厅1卫,68198
1997,240,朝阳,共1层,香江花园,4室3厅4卫,91666
2006,280,朝阳,共3层,观唐,5室3厅5卫,73571
2006,71,密云,共5层,云秀花园,1室2厅1卫,26056
2008,161,丰台,高层(共16层),紫芳园六区,3室2厅2卫,80725
2013,40,北京周边,中层(共33层),燕达首尔国际村,1室1厅1卫,12000
2004,140,昌平,高层(共6层),森林大第北区,3室2厅2卫,45940
2010,209,朝阳,共5层,京城雅居,4室2厅2卫,50239
2000,266,朝阳,共2层,香江花园,4室3厅3卫,75187
2006,206,海淀,低层(共9层),亿城西山华府禧园,4室2厅3卫,88641
2014,254,北京周边,共4层,潮白河孔雀城伯顿庄园,5室2厅4卫,22047
2017,633,昌平,共3层,北科建泰禾丽春湖院子,5室3厅5卫,45497
2008,89,朝阳,低层(共19层),富力又一城C区,2室1厅1卫,57445
2007,101,昌平,中层(共6层),龙锦苑东二区,2室2厅1卫,42427
2011,74,朝阳,低层(共27层),国风上观,1室2厅1卫,89189
2017,31,大兴,中层(共9层),荣京丽都,2室1厅1卫,22580
2005,125,朝阳,中层(共31层),博雅园,2室2厅2卫,83812
2008,112,丰台,高层(共12层),长安新城一区,3室2厅2卫,61160
2015,176,昌平,低层(共6层),泰禾昌平拾景园,4室3厅4卫,56459
2007,126,朝阳,中层(共22层),澳洲康都,3室2厅2卫,83333
1995,78,朝阳,中层(共6层),南新园小区,3室1厅1卫,57921
2002,148,丰台,低层(共22层),芳古园二区,3室2厅2卫,72585
1990,44,海淀,中层(共18层),塔院晴冬园,1室1厅1卫,87857
1988,60,海淀,高层(共18层),志强南园,2室1厅1卫,88333
1990,50,东城,中层(共6层),大羊宜宾胡同35号院,2室1厅1卫,68000
1994,53,朝阳,低层(共6层),金台里,2室1厅1卫,74335
1993,76,丰台,中层(共6层),育芳园,2室1厅1卫,49621
2014,598,朝阳,共2层,润泽御府,4室3厅3卫,111781
2012,458,朝阳,共3层,亚运新新家园(别墅),5室3厅6卫,108733
2003,168,朝阳,低层(共35层),公园大道,3室2厅2卫,92202
2007,310,顺义,共3层,龙湾别墅,4室2厅3卫,59677
2000,71,昌平,高层(共6层),天通苑本四区,1室1厅1卫,43338
1995,79,丰台,高层(共6层),西宏苑小区,2室1厅1卫,34994
2009,128,大兴,中层(共9层),康隆园(翡翠城五期),3室2厅2卫,59375
2008,572,海淀,共3层,香山清琴,5室3厅5卫,131118
2007,469,昌平,共2层,纳帕溪谷,3室2厅3卫,33049
2000,72,海淀,中层(共25层),吴家场铁路小区,2室1厅1卫,74305
1985,54,朝阳,低层(共16层),枣营南里,2室1厅1卫,70772
2009,90,昌平,低层(共22层),金隅万科城,2室2厅1卫,40960
2012,93,房山,低层(共9层),长阳半岛,3室2厅1卫,47969
2005,101,通州,低层(共18层),武夷花园月季园,2室2厅1卫,46904
2004,70,丰台,中层(共30层),怡海花园,1室1厅1卫,59285
1990,52,西城,高层(共24层),裕中西里,1室1厅1卫,142045
2005,83,昌平,低层(共18层),天通苑北一区,2室1厅1卫,32277
2003,56,西城,高层(共6层),教场口街6号院,1室1厅1卫,112270
2017,370,平谷,共3层,首城汇景湾(别墅),5室4厅5卫,25675
2016,312,朝阳,共3层,观唐,6室3厅6卫,112179
2017,99,北京周边,中层(共26层),鸿坤理想湾,3室2厅1卫,14545
2004,351,朝阳,共3层,亚运新新家园,5室2厅4卫,66951
2010,50,朝阳,高层(共29层),首开畅心园,1室1厅1卫,40259
2000,173,东城,高层(共14层),远洋德邑,4室2厅2卫,89136
1991,64,海淀,中层(共6层),田村39号院,2室1厅1卫,59375
2000,68,丰台,低层(共6层),富卓苑,2室1厅1卫,57874
2000,86,通州,高层(共27层),K2清水湾,2室1厅1卫,57517
2003,44,昌平,高层(共6层),燕平家园,1室1厅1卫,51136
2009,89,朝阳,低层(共21层),富力阳光美园,2室1厅1卫,50437
2001,171,东城,中层(共25层),阳光都市,3室2厅2卫,96491
2017,97,北京周边,高层(共18层),铂悦山,2室2厅1卫,10927
2018,88,北京周边,低层(共23层),潮白河孔雀城英国宫鸿祥苑,2室2厅1卫,15340
1991,65,朝阳,中层(共18层),三丰里,2室1厅1卫,84213
2006,58,朝阳,中层(共18层),华纺易城,1室1厅1卫,77253
2012,365,昌平,共1层,远洋傲北(别墅),5室3厅4卫,54246
2004,89,顺义,高层(共6层),三山新新家园,2室1厅1卫,42632
2005,98,房山,中层(共6层),金鑫苑小区,2室2厅1卫,22448
2002,215,朝阳,共4层,碧海方舟(别墅),3室1厅2卫,127064
2005,49,朝阳,高层(共32层),易构空间,1室1厅1卫,75142
2003,146,海淀,共5层,枫丹丽舍,3室2厅2卫,78767
2007,228,东城,高层(共24层),万国城MOMA,3室2厅3卫,117970
2012,83,昌平,低层(共11层),路劲世界城,2室1厅1卫,46385
2010,230,朝阳,高层(共26层),宝星华庭,4室2厅3卫,80434
2003,193,海淀,中层(共26层),人济山庄,4室2厅2卫,128849
1998,60,顺义,高层(共6层),石园东社区,2室1厅1卫,39166
2008,96,西城,高层(共26层),丽水莲花2号院,2室1厅1卫,84375
2017,127,房山,高层(共14层),中粮京西祥云,4室2厅2卫,52755
2000,134,西城,低层(共23层),远见名苑(一期),3室1厅1卫,89020
2003,65,丰台,高层(共24层),开阳里三区,1室1厅1卫,65359
2004,220,朝阳,低层(共6层),CLASS果岭里,4室2厅3卫,115909
2013,82,昌平,高层(共6层),宜山居,2室1厅1卫,35735
2003,152,昌平,低层(共32层),天通苑西三区,2室2厅1卫,32662
2014,93,房山,高层(共20层),中冶蓝城(东区),2室1厅1卫,24301
2009,85,北京周边,高层(共12层),潮白人家,2室2厅1卫,23529
2013,115,昌平,中层(共15层),珠江摩尔公元,4室1厅2卫,39130
1982,36,朝阳,高层(共6层),新源街小区,1室1厅1卫,81389
1994,44,海淀,高层(共18层),德胜门西大街7号院,1室1厅1卫,105760
2013,83,北京周边,高层(共27层),潮白河孔雀城英国宫(一期),2室2厅1卫,16867
2004,42,海淀,高层(共9层),碧森里,1室1厅1卫,76190
